Feature ID	Taxon	Confidence
69a578040fb5a9fff8bc026b7909ba83	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.993332849123162
e004fbd88ab6659046921223a6e5ce70	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomicrobium	0.9983270715535669
f1e10ad9b61ff6339b72ab5271a6c70a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999994184771469
f6e60561b232cd176707f8fb39b7cf13	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999982291033243
cb7edf4893287b4eda3099f2ae126c02	D_0__Bacteria	0.9999809219608922
d70a93a990d244961f6469c728948101	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Polynucleobacter	0.9922236462450192
5a08835486ebbe0b17e71355224004fc	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9996797588284674
9954b854d8758df7c84b9eabb47916e9	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.999999421807436
f27ddf9b5d8c830a59d5e9dd43edaf58	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999992976854881
6c1dbff0c1cced1cae2d4fc9c26f36d9	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9871306632567122
3475b906d1b944c273b6c1edd0bd19ca	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9346754529872505
454e15a4cd182efcd96f1d39be6930f5	D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mycoplasmatales;D_4__Mycoplasmataceae;D_5__Mycoplasma;D_6__bacterium WH8-10	0.9995356734983992
229b455a1c9ab5366685793806a95497	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999993682729996
ee7eeecacbea36ea6399aecc51d2fb0a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;D_6__[Pseudomonas] geniculata	0.8120538579763167
75bf3eeef98ad8bc44b43aa7745a36be	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae	0.9999775602020319
215304ce5a11854de7c23fb7bb5af02c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.999999453026212
1feef4274e9883dd02453aa9675fbbeb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingorhabdus	0.9092233541622713
4bc6bcad25199a02c662af1b9d591da0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomicrobium	0.9983223137041942
143506352f55ee612e63b7867e220f6c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingomicrobium	0.9962617861126573
9f34133f54e16bcc0ec0a6df1918437a	D_0__Bacteria;D_1__Acidobacteria;D_2__Thermoanaerobaculia;D_3__Thermoanaerobaculales;D_4__Thermoanaerobaculaceae;D_5__Subgroup 10;D_6__Holophaga sp. WY42	0.8941714545949264
348679d477ab1fbfdfc42cbb7f947b53	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter	0.7782011744922535
a7d663872fec34c67f1953b847c00121	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999994371020955
e342d3ec847717ebe7db822633dfd75c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea	0.9793047959383571
bc9f1771be9867a11977a250f1f183f0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.999932245054966
a28383319c4c7db326f167e11b4e3ab4	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter;D_6__Arcobacter sp. UDC313	0.9861748711195155
b2e71e3c1bac0692d1528911b15f63ee	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9899388197754925
9baae68c9f40d8cc8d092441e859aecc	D_0__Bacteria;D_1__Tenericutes;D_2__Mollicutes;D_3__Mycoplasmatales;D_4__Mycoplasmataceae;D_5__Mycoplasma	0.999003147845105
5be98ea2bc4cce73e3e7610450092342	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Amphritea;D_6__Amphritea sp. EF1B-B860	0.7264273031343644
d0b922b97f89f2eac596cc29e5bd0f8a	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Muricauda	0.9996736436587178
712bce3a43912806af60f05966776d61	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.96862601707046
b822495b59d1a52c6e8bbdfe168ba209	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9927527250798256
50571d00c1b3b7b2297067bc86df8f4c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9723891051368164
e9b22cb7b56e1ceba822769d4941dda8	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Halomonadaceae;D_5__Oceanospirillum	0.9997906509851606
1492ff177097cf78a9f66d9c418f81a0	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Kangiellaceae;D_5__Aliikangiella;D_6__Aliikangiella marina	0.8255574757108894
52bddf12d54343bc0d17f79b88d9eeb9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9992096303315966
45c1bf59fbb31588c5e9e36b64bb44cb	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9999999999056675
7d1f8d837eba69425c08b552fba33daa	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Altererythrobacter	0.9110100319223566
4d63a52c9b7526351e664991f3cd8719	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Altererythrobacter	0.8965592318938469
b2c1d4e62dff0082571c10d537296853	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter;D_6__Arcobacter sp. UDC415	0.9713307760917881
410aed65e52b4633d34c9b6d3adfdcca	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9853823060505608
321ebcfe81b5452de8df9533bff5ed9a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9986109225771154
c4f51e2542564e2da2e2a23f6e24f7ce	D_0__Bacteria	0.9999996673171975
e7d577a6df000a061a1071cb4916b496	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter	0.7826504317412768
2e8a4f205eb86d76ef009973a87c1b63	D_0__Bacteria;D_1__Proteobacteria	0.988597286674259
47459e116eacb5f4bb144847ca73245c	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9993788328779781
b83196936921cd607fec3394e4f527f2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter	0.9539516663057537
4df805d76bd0954630726c389efd5b4c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Betaproteobacteriales;D_4__Burkholderiaceae;D_5__Polynucleobacter	0.9756405240334857
d03f46a4b358ba93565e4437f85fc226	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Amphritea;D_6__uncultured gamma proteobacterium	0.9158699315724665
8ebb2aa2bdc4fdcf65b09b8806bc1d8b	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.9933341704632282
c7416de80838f64b38139d9872cff59c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9999999957544072
47256f57a543827480499a0da38619f5	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Kangiellaceae;D_5__Kangiella	0.999885653339849
85aa1b4c447e617271a48c3504610a52	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae	0.999999938198102
81665ee92bc80247709c972f18bb734c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae	0.9998823858131872
c58c79e102b8e6b22c3f4f19e0010434	D_0__Bacteria	0.9999420424367801
5141b2d34b5548312dc4ddbcd099c72a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter	0.9599450449093521
7733edd4aa0702c34933475d35c51685	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter	0.9365134887296437
7e6bd07301ce358374b2bd7e6abce9db	D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Family XII;D_5__Fusibacter	0.9995088480966158
7df4290beea0c4957c7a315389e3aca1	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter	0.950483612834448
c9a1dcd976179ec1b9858b627a57e5fd	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Nitrincola	0.7559052033030914
92470bd85217ecdab8014d888446238b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__Fretibacter;D_6__Fretibacter rubidus	0.9054522401019387
215ae6e5d0a724c8e5c896cbb4cf4bf9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Rhizobiaceae;D_5__Pseudahrensia;D_6__Pseudahrensia todarodis	0.7194224889763629
0820ab50a90288008ae5e2e533befd08	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Helicobacteraceae;D_5__uncultured;D_6__endosymbiont of Ridgeia piscesae	0.8838419535026026
0fee8f13294e20d3699164a11c070a98	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9082962236836084
46d7c1721d73822d615dc206cc6a3672	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Stappiaceae;D_5__Labrenzia	0.9043800142397338
5d1c143457179647bd38d49e6856c3cb	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.989772664968269
94b518bb126f9c979fcbd2a790f76756	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__Robiginitomaculum;D_6__uncultured alpha proteobacterium	0.9656005382486528
6e444314501a1bc6df545b12900de825	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Lewinella;D_6__Lewinella cohaerens DSM 23179	0.9957050795822594
74266750919a82da7dd99991316d05db	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__Alteromonas	0.8120708876561529
0907ed40bda6f1f08712331a2365e69c	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae	0.9236903119368159
4d2bd4db01cda0f24e8d77d9ef595735	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Amphritea;D_6__Amphritea sp. EF1B-B860	0.7251653457800223
eddff9eb1fb96061b6d5a22acad47106	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9997493711799967
4af9be0633f6444a2610ea4d9b695c94	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.9933330758734333
d91192b11284418453a8d03dd2fced72	D_0__Bacteria;D_1__Epsilonbacteraeota;D_2__Campylobacteria;D_3__Campylobacterales;D_4__Arcobacteraceae;D_5__Arcobacter	0.9999935276072958
856fb6aea5b3246e80de686c5172a352	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter	0.938758918062392
99180cd4745c4798ddc435e21a1bdd7c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae	0.9999995851461294
df1eda135f1c09534eefa9e6edbe99dc	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__Ekhidna	0.9999999901575661
5b47613d0fa18ca8a09530bb753d8dc9	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9995151293119439
410543b65f8b2713270b6de0cf6e7b25	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Legionellales;D_4__Legionellaceae;D_5__uncultured;D_6__uncultured marine microorganism	0.9980104359427712
270aa634a3cd12857b4020ee815206fa	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9999999920138128
ac98b68541d4c7b2abf4c0d1f2bb5946	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9995052546174715
b72589910a2208cedebdacb6a56ac7b2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.9933072387379803
9d845daea2cc31f769ef0b3e3d87a1cf	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9526126793209154
17ff80fd69d55ccbb9c6e00a6c122b61	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea	0.958254609809974
0f7c37161a3d64beb3cc7faef76f15f3	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea	0.9582419903789494
7b5670f1eaaf7a881d41ed08a609cf34	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9569508818530682
7a81009962b583c8eb5e4a173e60add1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.9961880051235729
7040bb987094c28000f0501eae1c243c	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Neptuniibacter	0.7345114219410652
1627c1fa576af6c0a5978989819eee41	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Tenacibaculum	0.8438553424270484
91be78b57d62109e2a50ddd649e91e9a	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	0.9997449226130681
88278926a78b25e355ac9cafb5e2a628	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Sulfitobacter	0.9352731726053708
ae93f60dfb4c6e09816bd9e7b985fd59	D_0__Bacteria	0.9999440727524537
ce33a593ef68277c8eb112e1276db736	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Amphritea;D_6__Amphritea sp. EF1B-B860	0.7261326616349715
44e3eeb88b9b488ba2da4ddc59d79aeb	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Parvularculaceae;D_5__uncultured	0.8022298173125325
4a98ab1901abb3508c7d2ff8e5c60898	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Endozoicomonadaceae;D_5__Endozoicomonas	0.9997334927658763
d0bf997690dcff38d9b2d57bd95b2d80	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9664584322746343
fb73511007a74d1e9e77d5f89c89cff6	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Pseudoalteromonas	0.9974008631968662
b4f6f0242a9c0758466238cb15eb2e8c	D_0__Bacteria	0.9999939925016044
488a4e6bed79db8fb4b191073650b990	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea;D_6__Thalassotalea sp. 14-117-B8	0.8923459558408713
4ee7fcc2a4e4ab70bdc0468b075525df	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Arenicellales;D_4__Arenicellaceae;D_5__Arenicella	0.9123877954695352
33ca03438042206c1117e552de8e95a6	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__Litorimonas;D_6__Litorimonas taeanensis	0.7018905731352728
6d1586278301409d8fc52febff6a70a4	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Erythrobacter;D_6__Erythrobacter sp. U1370-101126-SW175	0.9772448360242422
a415e8c26cc0545befc6e2ccc0890690	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9941756135664217
60613908dbc745f1478843d46a39bf69	D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Pirellulales;D_4__Pirellulaceae;D_5__Blastopirellula	0.9906514115314713
986726db74d97a2c984375eecf6dc24a	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999100166640744
0471cd8da49ddae69ec3a48d505364a7	D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast	0.9999999999958984
b86df8c47c58c33a9ad075bdcf3f7cc0	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae	0.9998445616872222
3355b04996efcb55bf71f16b671f5e27	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.9984123404655016
dc401412d183392ba0d15ef045f023b1	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Pseudoalteromonadaceae;D_5__Psychrosphaera	0.7544229437854887
7082a4b87d52a0b8a603c003749555bc	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Colwelliaceae;D_5__Thalassotalea;D_6__uncultured Thalassomonas sp.	0.9025376809873576
85dbbac1ca8bd52bcbc11e1fc8cdb263	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9513019388439063
cf30c729a2909083f21c6100ae60c1c4	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Crocinitomix	0.9999659268076408
598ffa7fb14906123a7dc03536e43135	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;D_6__Saccharina japonica	0.9993092958436324
9542e3d26c9503c5228b1ff5ec7505c3	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae	0.999999997844642
3ac7c5841598124fcb590feae9c7b6f7	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola	0.9979766399619203
f1e028848dba0e40f33018deef891167	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Lewinella;D_6__uncultured marine bacterium	0.9998729594487555
a08b43b5fdac7d547d8eb36bc433fe72	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Oceanospirillales;D_4__Nitrincolaceae;D_5__Amphritea;D_6__uncultured gamma proteobacterium	0.9166559277524858
b3277a14e15401442e0167b66cdeb17c	D_0__Bacteria	0.9999949011259925
42263a15ebe4ab0d9b0de8d7ca6f60ea	D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	0.7731085689743228
35963c2f13929c0037df65dbf7f3147b	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae	0.9999063975481682
31343e0d6d9eb665870d0de5b7bef272	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.9968269367079912
143d8bc069b05850263b5b1d05dbb19b	D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__Ilumatobacter	0.9715854886675689
87efbdff39108c0e59517054ed8283e2	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__uncultured;D_5__uncultured marine bacterium;D_6__uncultured marine bacterium	0.9962555147282472
cb6e166ca049e412ff256bb7b92805b1	D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Crocinitomicaceae;D_5__Fluviicola	0.9978253047038217
f7c0a0292397470a9a743c8d7270e1a2	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Vibrionales;D_4__Vibrionaceae;D_5__Vibrio	0.993225160085229
